Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
AFG2003,0,Afghanistan,AFG,6,1,GFS,2003,,,,,,,12.10%,12.06%,4.67%,4.63%,,,2.51%,2.48%,0.00%,2.51%,2.48%,0.22%,0.22%,0.18%,0.18%,0.17%,0.00%,0.17%,0.10%,0.07%,0.00%,0.07%,0.00%,0.02%,2.30%,0.00%,2.30%,0.13%,,,2.07%,2.05%,0.03%,0.09%,2.15%,,,0.03%,7.43%,,4.63%,2.48%,2.15%,0.18%,0.17%,0.10%,0.07%,2.30%,0.13%,2.07%,,,,,,
AFG2004,0,Afghanistan,AFG,6,1,GFS,2004,,,,,,,17.62%,17.49%,5.19%,5.06%,,,4.08%,3.95%,0.00%,4.08%,3.95%,0.56%,0.56%,0.43%,0.43%,0.41%,0.00%,0.41%,0.15%,0.26%,0.00%,0.26%,0.00%,0.02%,3.52%,0.00%,3.52%,0.48%,,,2.85%,2.70%,0.13%,0.18%,1.11%,,,0.13%,12.43%,,5.06%,3.95%,1.11%,0.43%,0.41%,0.15%,0.26%,3.52%,0.48%,2.85%,,,,,,
AFG2005,0,Afghanistan,AFG,6,1,GFS,2005,,,,,,,18.09%,18.03%,7.42%,7.36%,,,4.67%,4.60%,0.00%,4.67%,4.60%,0.42%,0.42%,0.35%,0.35%,0.32%,0.00%,0.32%,0.13%,0.06%,0.00%,0.06%,0.00%,0.03%,4.25%,0.00%,4.25%,0.53%,,,3.64%,3.63%,0.01%,0.08%,2.76%,,,0.07%,10.67%,,7.36%,4.60%,2.76%,0.35%,0.32%,0.13%,0.06%,4.25%,0.53%,3.64%,,,,,,
AFG2006,0,Afghanistan,AFG,6,1,GFS,2006,,,,,,,19.84%,19.74%,8.97%,8.87%,,,7.12%,7.01%,0.00%,7.12%,7.01%,1.39%,1.39%,1.28%,1.28%,1.26%,0.00%,1.26%,0.49%,0.62%,0.00%,0.62%,0.00%,0.02%,5.73%,0.00%,5.73%,1.70%,,,3.34%,3.34%,0.01%,0.68%,1.85%,,,0.10%,10.87%,,8.87%,7.01%,1.85%,1.28%,1.26%,0.49%,0.62%,5.73%,1.70%,3.34%,,,,,,
AFG2007,0,Afghanistan,AFG,6,1,GFS,2007,,,,,,,20.49%,20.40%,7.88%,7.79%,,,6.06%,5.97%,0.00%,6.06%,5.97%,1.44%,1.44%,1.35%,1.35%,1.32%,0.00%,1.32%,0.48%,0.68%,0.00%,0.68%,0.00%,0.03%,4.62%,0.00%,4.62%,1.51%,,,3.08%,3.08%,0.00%,0.03%,1.82%,,,0.09%,12.61%,,7.79%,5.97%,1.82%,1.35%,1.32%,0.48%,0.68%,4.62%,1.51%,3.08%,,,,,,
AFG2008,0,Afghanistan,AFG,6,1,GFS,2008,,,,,,,18.47%,18.32%,7.93%,7.79%,,,6.17%,6.03%,0.00%,6.17%,6.03%,1.83%,1.83%,1.69%,1.69%,1.66%,0.00%,1.66%,0.44%,0.87%,0.00%,0.87%,0.00%,0.02%,4.51%,0.00%,4.51%,1.53%,,,2.77%,2.77%,0.00%,0.21%,1.76%,,,0.15%,10.53%,,7.79%,6.03%,1.76%,1.69%,1.66%,0.44%,0.87%,4.51%,1.53%,2.77%,,,,,,
AFG2009,0,Afghanistan,AFG,6,1,GFS,2009,,,,,,,21.67%,21.50%,10.54%,10.38%,,,8.67%,8.51%,0.00%,8.67%,8.51%,2.80%,2.80%,2.64%,2.64%,2.61%,0.00%,2.61%,0.62%,1.54%,0.00%,1.54%,0.00%,0.03%,5.87%,0.00%,5.87%,2.19%,2.05%,0.00%,3.59%,3.59%,0.00%,0.09%,1.87%,,,0.16%,11.12%,,10.38%,8.51%,1.87%,2.64%,2.61%,0.62%,1.54%,5.87%,2.19%,3.59%,,,,,,
AFG2010,0,Afghanistan,AFG,6,1,GFS,2010,,,,,,,23.11%,22.87%,11.24%,11.01%,,,9.56%,9.33%,0.00%,9.56%,9.33%,3.03%,3.03%,2.80%,2.80%,2.56%,0.00%,2.56%,0.78%,1.54%,0.00%,1.54%,0.00%,0.23%,6.53%,0.00%,6.53%,2.53%,2.30%,0.00%,3.89%,3.89%,0.00%,0.11%,1.68%,,,0.23%,11.87%,,11.01%,9.33%,1.68%,2.80%,2.56%,0.78%,1.54%,6.53%,2.53%,3.89%,,,,,,
AFG2011,0,Afghanistan,AFG,6,1,GFS,2011,,,,,,,22.82%,22.49%,11.63%,11.31%,,,9.36%,9.03%,0.00%,9.36%,9.03%,3.11%,3.11%,2.79%,2.79%,2.57%,0.00%,2.57%,0.92%,1.37%,0.00%,1.37%,0.00%,0.21%,6.25%,0.00%,6.25%,2.46%,2.24%,0.00%,3.65%,3.64%,0.02%,0.13%,2.27%,,,0.33%,11.19%,,11.31%,9.03%,2.27%,2.79%,2.57%,0.92%,1.37%,6.25%,2.46%,3.65%,,,,,,
AFG2012,0,Afghanistan,AFG,6,1,GFS,2012,,,,,,,22.11%,21.81%,10.10%,9.80%,,,7.95%,7.65%,0.00%,7.95%,7.65%,3.02%,3.02%,2.71%,2.71%,2.48%,0.00%,2.48%,0.95%,1.34%,0.00%,1.34%,0.00%,0.24%,4.93%,0.00%,4.93%,2.05%,1.90%,0.00%,2.81%,2.79%,0.02%,0.07%,2.15%,,,0.30%,12.01%,,9.80%,7.65%,2.15%,2.71%,2.48%,0.95%,1.34%,4.93%,2.05%,2.81%,,,,,,
AFG2013,0,Afghanistan,AFG,6,1,IMF Country Report,2013,,,,,,,,24.39%,,9.78%,,,,6.94%,0.00%,,6.94%,,,,,2.46%,0.00%,2.46%,,,,,,,4.49%,0.00%,4.49%,1.55%,,,2.45%,,,0.48%,2.83%,,,,14.61%,,9.78%,6.94%,2.83%,,2.46%,,,4.49%,1.55%,2.45%,,,,,,
AGO1980,0,Angola,AGO,7,3,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO1981,0,Angola,AGO,7,3,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO1982,0,Angola,AGO,7,3,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO1983,0,Angola,AGO,7,3,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO1984,0,Angola,AGO,7,3,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO1985,0,Angola,AGO,7,3,IMF Country Report,1985,,,,,,,38.56%,38.56%,38.56%,38.56%,20.48%,18.08%,27.70%,27.70%,20.48%,7.22%,7.22%,,,,,,,,,,,,,,,,,,,,,,,,10.86%,,,,,,38.56%,7.22%,31.34%,,,,,,,,,,,,,
AGO1986,0,Angola,AGO,7,3,IMF Country Report,1986,,,,,,,37.44%,37.44%,37.44%,37.44%,11.04%,26.40%,18.67%,18.67%,11.04%,7.57%,7.57%,,,,,,,,,,,,,,,,,,,,,,,,18.77%,,,,,,37.44%,7.57%,29.87%,,,,,,,,,,,,,
AGO1987,0,Angola,AGO,7,3,IMF Country Report,1987,,,,,,,28.16%,28.16%,28.16%,28.16%,14.89%,13.26%,20.87%,20.87%,14.89%,5.93%,5.93%,,,,,,,,,,,,,,,,,,,,,,,,7.29%,,,,,,28.16%,5.93%,22.23%,,,,,,,,,,,,,
AGO1988,0,Angola,AGO,7,3,IMF Country Report,1988,,,,,,,26.32%,26.32%,26.32%,26.32%,13.45%,12.87%,18.98%,18.98%,13.45%,5.53%,5.53%,,,,,,,,,,,,,,,,,,,,,,,,7.33%,,,,,,26.32%,5.53%,20.79%,,,,,,,,,,,,,
AGO1989,0,Angola,AGO,7,3,IMF Country Report,1989,,,,,,,26.68%,26.68%,26.68%,26.68%,14.04%,12.64%,20.77%,20.77%,14.04%,6.73%,6.73%,,,,,,,,,,,,,,,,,,,,,,,,5.90%,,,,,,26.68%,6.73%,19.95%,,,,,,,,,,,,,
AGO1990,0,Angola,AGO,7,3,IMF Country Report,1990,,,,,,,25.60%,25.60%,25.60%,25.60%,15.93%,9.67%,22.44%,22.44%,15.93%,6.55%,6.55%,,,,,,,,,,,,,,,,,,,,,,,,3.16%,,,,,,25.60%,6.55%,19.06%,,,,,,,,,,,,,
AGO1991,0,Angola,AGO,7,3,IMF Country Report,1991,,,,,,,18.29%,18.29%,18.29%,18.29%,9.94%,8.35%,14.76%,14.76%,9.94%,4.82%,4.82%,,,,,,,,,,,,,,,,,,,,,,,,3.53%,,,,,,18.29%,4.82%,13.47%,,,,,,,,,,,,,
AGO1992,0,Angola,AGO,7,3,IMF Country Report,1992,,1,,1,,,35.60%,35.60%,35.60%,35.60%,,,34.95%,34.95%,,,,22.92%,,22.92%,,22.92%,,,,,,,,,12.03%,,,6.54%,,,4.92%,,,0.57%,0.64%,,,0.00%,0.00%,,35.60%,,,,,,,,6.54%,4.92%,,1,,1,,
AGO1993,0,Angola,AGO,7,3,IMF Country Report,1993,,,,,,,38.98%,38.98%,38.98%,38.98%,32.30%,6.68%,38.24%,38.24%,32.30%,5.94%,5.94%,25.24%,,25.24%,,25.24%,25.24%,0.00%,,,,,,,5.94%,0.00%,5.94%,1.48%,,,2.60%,,,1.86%,0.74%,,,0.00%,0.00%,,38.98%,5.94%,33.04%,,0.00%,,,5.94%,1.48%,2.60%,,,,,,
AGO1994,0,Angola,AGO,7,3,IMF Country Report,1994,,,,,,,26.10%,26.10%,26.10%,26.10%,23.30%,2.80%,25.70%,25.70%,23.30%,2.40%,2.40%,18.80%,0.50%,18.80%,0.50%,18.80%,18.30%,0.50%,,,,,,,2.00%,0.00%,2.00%,0.50%,,,1.20%,,,0.30%,0.40%,,,0.00%,0.00%,,26.10%,2.40%,23.70%,0.50%,0.50%,,,2.00%,0.50%,1.20%,,,,,,
AGO1995,0,Angola,AGO,7,3,IMF Country Report,1995,,,,,,,27.44%,27.44%,27.44%,27.44%,23.94%,3.50%,27.16%,27.16%,23.94%,3.22%,3.22%,18.97%,0.67%,18.97%,0.67%,18.97%,18.30%,0.67%,,,,,,,2.43%,0.00%,2.43%,0.53%,,,1.34%,,,0.56%,0.28%,,,0.00%,0.00%,,27.44%,3.22%,24.22%,0.67%,0.67%,,,2.43%,0.53%,1.34%,,,,,,
AGO1996,0,Angola,AGO,7,3,IMF Country Report,1996,,,,,,,41.21%,41.21%,41.21%,41.21%,36.96%,4.25%,41.01%,41.01%,36.96%,4.05%,4.05%,26.95%,0.77%,26.95%,0.77%,26.95%,26.18%,0.77%,,,,,,,3.28%,0.00%,3.28%,0.77%,,,1.76%,,,0.74%,0.20%,,,0.00%,0.00%,,41.21%,4.05%,37.16%,0.77%,0.77%,,,3.28%,0.77%,1.76%,,,,,,
AGO1997,0,Angola,AGO,7,3,IMF Country Report,1997,,,,,,,33.31%,33.31%,33.31%,33.31%,20.41%,12.90%,25.93%,25.93%,20.41%,5.51%,5.51%,14.18%,1.28%,14.18%,1.28%,14.18%,12.90%,1.28%,,,,,,,4.23%,0.00%,4.23%,1.42%,,,1.77%,,,1.04%,7.38%,,,0.00%,0.00%,,33.31%,5.51%,27.80%,1.28%,1.28%,,,4.23%,1.42%,1.77%,,,,,,
AGO1998,0,Angola,AGO,7,3,IMF Country Report,1998,,,,1,,1,32.21%,32.21%,28.63%,28.63%,21.47%,7.16%,32.21%,32.21%,21.47%,10.74%,10.74%,3.58%,3.58%,3.58%,3.58%,3.58%,0.00%,3.58%,,,,,,,7.16%,0.00%,7.16%,3.58%,,,3.58%,,,0.00%,,,,0.00%,3.58%,,28.63%,10.74%,17.90%,3.58%,3.58%,,,7.16%,3.58%,3.58%,,,,1,,1
AGO1999,0,Angola,AGO,7,3,IMF Country Report,1999,,,,,,,46.35%,46.35%,42.62%,42.62%,37.29%,5.33%,42.62%,42.62%,37.29%,5.33%,5.33%,1.60%,1.60%,1.60%,1.60%,1.60%,0.00%,1.60%,,,,,,,3.73%,0.00%,3.73%,1.60%,,,1.07%,,,1.07%,,,,0.00%,3.73%,,42.62%,5.33%,37.29%,1.60%,1.60%,,,3.73%,1.60%,1.07%,,,,,,
AGO2000,0,Angola,AGO,7,3,IMF Country Report,2000,,,,,,,47.90%,47.90%,45.90%,45.90%,41.01%,4.89%,45.90%,45.90%,41.01%,4.89%,4.89%,1.40%,1.40%,1.40%,1.40%,1.40%,0.00%,1.40%,,,,,,,3.49%,0.00%,3.49%,1.60%,,,1.20%,,,0.70%,,,,0.00%,2.00%,,45.90%,4.89%,41.01%,1.40%,1.40%,,,3.49%,1.60%,1.20%,,,,,,
AGO2001,0,Angola,AGO,7,3,IMF Country Report,2001,,,,,,,43.44%,43.44%,41.26%,41.26%,32.86%,8.40%,41.26%,41.26%,32.86%,8.40%,8.40%,2.46%,2.46%,2.46%,2.46%,2.46%,0.00%,2.46%,,,,,,,5.94%,0.00%,5.94%,2.69%,,,2.04%,,,1.21%,,,,0.00%,2.18%,,41.26%,8.40%,32.86%,2.46%,2.46%,,,5.94%,2.69%,2.04%,,,,,,
AGO2002,0,Angola,AGO,7,3,IMF Country Report,2002,,,,,,,35.07%,35.06%,35.07%,35.06%,26.91%,8.16%,34.73%,34.72%,26.91%,7.80%,7.79%,2.30%,2.30%,2.30%,2.30%,2.30%,0.00%,2.30%,,,,,,,5.51%,0.00%,5.51%,2.68%,,,1.95%,,,0.88%,,,,0.01%,0.00%,,35.06%,7.79%,27.27%,2.30%,2.30%,,,5.51%,2.68%,1.95%,,,,,,
AGO2003,0,Angola,AGO,7,3,IMF Country Report,2003,,,,,,,37.30%,37.30%,36.55%,36.54%,27.43%,9.12%,36.09%,36.09%,27.43%,8.66%,8.65%,2.62%,2.62%,2.62%,2.62%,2.62%,0.00%,2.62%,,,,,,,6.04%,0.00%,6.04%,2.84%,,,2.17%,,,1.02%,,,,0.00%,0.76%,,36.54%,8.65%,27.89%,2.62%,2.62%,,,6.04%,2.84%,2.17%,,,,,,
AGO2004,0,Angola,AGO,7,3,IMF Country Report,2004,,,,,,,37.16%,37.16%,36.70%,36.70%,28.60%,8.10%,36.36%,36.36%,28.60%,7.76%,7.76%,2.58%,2.58%,2.58%,2.58%,2.58%,0.00%,2.58%,,,,,,,5.17%,0.00%,5.17%,2.22%,,,2.02%,,,0.93%,,,,0.00%,0.46%,,36.70%,7.76%,28.94%,2.58%,2.58%,,,5.17%,2.22%,2.02%,,,,,,
AGO2005,0,Angola,AGO,7,3,IMF Country Report,2005,,,,,,,44.12%,44.12%,43.86%,43.86%,35.03%,8.83%,42.68%,42.68%,35.03%,7.65%,7.65%,2.57%,2.57%,2.57%,2.57%,2.57%,0.00%,2.57%,,,,,,,5.08%,0.00%,5.08%,2.23%,,,1.91%,,,0.94%,,,,0.00%,0.26%,,43.86%,7.65%,36.21%,2.57%,2.57%,,,5.08%,2.23%,1.91%,,,,,,
AGO2006,0,Angola,AGO,7,3,IMF Country Report,2006,,,,,,,50.17%,48.27%,50.17%,48.27%,40.21%,9.95%,48.88%,46.98%,40.21%,8.66%,6.77%,2.58%,2.58%,2.58%,2.58%,2.58%,0.00%,2.58%,,,,,,,4.18%,0.00%,4.18%,1.67%,,,1.47%,,,1.05%,,,,1.90%,0.00%,,48.27%,6.77%,41.50%,2.58%,2.58%,,,4.18%,1.67%,1.47%,,,,,,
AGO2007,0,Angola,AGO,7,3,IMF Country Report,2007,,,,,,,45.82%,44.78%,45.77%,44.73%,37.14%,8.68%,45.31%,44.27%,37.14%,8.17%,7.13%,,,,,,,,,,,,,,,,,,,,,,,,1.50%,,,1.04%,0.05%,,44.73%,7.13%,37.60%,,,,,,,,,,,,,
AGO2008,0,Angola,AGO,7,3,IMF Country Report,2008,,,,,,,50.93%,49.45%,50.90%,49.42%,41.20%,9.74%,50.08%,48.61%,41.20%,8.89%,7.41%,,,,,,,,,,,,,,,,,,,,,,,,2.30%,,,1.48%,0.03%,,49.42%,7.41%,42.01%,,,,,,,,,,,,,
AGO2009,0,Angola,AGO,7,3,IMF Country Report,2009,,,,,,,34.57%,34.30%,34.53%,34.26%,24.20%,10.37%,33.46%,33.20%,24.20%,9.27%,9.00%,,,,,,,,,,,,,,,,,,,,,,,,1.05%,,,0.27%,0.03%,,34.26%,9.00%,25.26%,,,,,,,,,,,,,
AGO2010,0,Angola,AGO,7,3,IMF Country Report,2010,,,,,,,43.47%,42.47%,43.45%,42.44%,32.98%,10.49%,41.82%,40.82%,32.98%,8.84%,7.84%,,,,,,,,,,,,,,,,,,,,,,,,1.62%,,,1.00%,0.03%,,42.44%,7.84%,34.61%,,,,,,,,,,,,,
AGO2011,0,Angola,AGO,7,3,IMF Country Report,2011,,,,,,,48.83%,47.91%,48.81%,47.89%,39.03%,9.81%,46.30%,45.38%,39.03%,8.19%,7.27%,,,,,,,,,,,,,,,,,,,,,,,,1.60%,,,0.92%,0.02%,,47.89%,7.27%,40.62%,,,,,,,,,,,,,
AGO2012,0,Angola,AGO,7,3,IMF Country Report,2012,,,,,,,45.90%,44.93%,45.88%,44.91%,37.26%,8.64%,43.83%,42.86%,37.26%,7.54%,6.57%,,,,,,,,,,,,,,,,,,,,,,,,1.09%,,,0.97%,0.02%,,44.91%,6.57%,38.34%,,,,,,,,,,,,,
AGO2013,0,Angola,AGO,7,3,IMF Country Report,2013,,,,,,,40.46%,39.45%,40.44%,39.43%,30.29%,10.15%,39.41%,38.40%,30.29%,9.12%,8.11%,,,,,,,,,,,,,,,,,,,,,,,,1.03%,,,1.01%,0.02%,,39.43%,8.11%,31.32%,,,,,,,,,,,,,
AIA1980,0,Anguilla,AIA,3,0,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1981,0,Anguilla,AIA,3,0,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1982,0,Anguilla,AIA,3,0,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1983,0,Anguilla,AIA,3,0,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1984,0,Anguilla,AIA,3,0,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1985,0,Anguilla,AIA,3,0,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1986,0,Anguilla,AIA,3,0,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1987,0,Anguilla,AIA,3,0,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1988,0,Anguilla,AIA,3,0,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1989,0,Anguilla,AIA,3,0,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1990,0,Anguilla,AIA,3,0,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1991,0,Anguilla,AIA,3,0,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1992,0,Anguilla,AIA,3,0,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1993,0,Anguilla,AIA,3,0,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1994,0,Anguilla,AIA,3,0,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1995,0,Anguilla,AIA,3,0,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1996,0,Anguilla,AIA,3,0,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1997,0,Anguilla,AIA,3,0,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1998,0,Anguilla,AIA,3,0,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA1999,0,Anguilla,AIA,3,0,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA2000,0,Anguilla,AIA,3,0,GFS,2000,,,,,,,27.91%,27.91%,24.55%,24.55%,,,20.06%,20.06%,0.00%,20.06%,20.06%,0.14%,0.14%,0.14%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,19.92%,0.00%,19.92%,6.21%,0.00%,0.00%,13.71%,12.34%,0.00%,0.00%,4.49%,,,0.00%,3.36%,,24.55%,20.06%,4.49%,0.14%,0.00%,0.00%,0.00%,19.92%,6.21%,13.71%,,,,,,
AIA2001,0,Anguilla,AIA,3,0,GFS,2001,,,,,,,26.49%,26.49%,24.41%,24.41%,,,19.60%,19.60%,0.00%,19.60%,19.60%,0.20%,0.20%,0.20%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,19.40%,0.00%,19.40%,7.77%,0.00%,0.00%,11.63%,10.12%,0.00%,0.00%,4.81%,,,0.00%,2.08%,,24.41%,19.60%,4.81%,0.20%,0.00%,0.00%,0.00%,19.40%,7.77%,11.63%,,,,,,
AIA2002,0,Anguilla,AIA,3,0,GFS,2002,,,,,,,28.17%,28.17%,27.48%,27.48%,,,20.93%,20.93%,0.00%,20.93%,20.93%,0.16%,0.16%,0.16%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,20.77%,0.00%,20.77%,9.50%,0.00%,0.00%,11.27%,9.76%,0.00%,0.00%,6.58%,,,0.00%,0.69%,,27.48%,20.93%,6.55%,0.16%,0.00%,0.00%,0.00%,20.77%,9.50%,11.27%,,,,,,
AIA2003,0,Anguilla,AIA,3,0,GFS,2003,,,,,,,27.72%,27.72%,26.87%,26.87%,,,20.74%,20.74%,0.00%,20.74%,20.74%,0.19%,0.19%,0.19%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,20.55%,0.00%,20.55%,8.84%,0.00%,0.00%,11.71%,9.50%,0.00%,0.00%,6.14%,,,0.00%,0.85%,,26.87%,20.74%,6.14%,0.19%,0.00%,0.00%,0.00%,20.55%,8.84%,11.71%,,,,,,
AIA2004,0,Anguilla,AIA,3,0,GFS,2004,,,,,,,29.57%,29.57%,29.20%,29.20%,,,24.08%,24.08%,0.00%,24.08%,24.08%,0.15%,0.15%,0.15%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,23.93%,0.00%,23.93%,12.13%,0.00%,0.00%,11.80%,9.62%,0.00%,0.00%,5.09%,,,0.00%,0.37%,,29.20%,24.08%,5.12%,0.15%,0.00%,0.00%,0.00%,23.93%,12.13%,11.80%,,,,,,
AIA2005,0,Anguilla,AIA,3,0,GFS,2005,,,,,,,28.63%,28.63%,27.67%,27.67%,,,22.34%,22.34%,0.00%,22.34%,22.34%,0.11%,0.11%,0.11%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,22.24%,0.00%,22.24%,9.58%,0.00%,0.00%,12.66%,10.58%,0.00%,0.00%,5.32%,,,0.00%,0.96%,,27.67%,22.34%,5.32%,0.11%,0.00%,0.00%,0.00%,22.24%,9.58%,12.66%,,,,,,
AIA2006,0,Anguilla,AIA,3,0,GFS,2006,,,,,,,33.24%,33.24%,30.73%,30.73%,,,26.07%,26.07%,0.00%,26.07%,26.07%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,25.97%,0.00%,25.97%,13.37%,0.00%,0.00%,12.59%,10.59%,0.00%,0.00%,4.66%,,,0.00%,2.51%,,30.73%,26.07%,4.66%,0.10%,0.00%,0.00%,0.00%,25.97%,13.37%,12.59%,,,,,,
AIA2007,0,Anguilla,AIA,3,0,GFS,2007,,,,,,,28.46%,28.46%,28.46%,28.46%,,,22.23%,22.23%,0.00%,22.23%,22.23%,0.09%,0.09%,0.09%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,22.13%,0.00%,22.13%,8.97%,0.00%,0.00%,13.16%,11.19%,0.00%,0.00%,6.24%,,,0.00%,0.00%,,28.46%,22.23%,6.24%,0.09%,0.00%,0.00%,0.00%,22.13%,8.97%,13.16%,,,,,,
AIA2008,0,Anguilla,AIA,3,0,GFS,2008,,,,,,,27.24%,27.24%,26.06%,26.06%,,,19.79%,19.79%,0.00%,19.79%,19.79%,0.08%,0.08%,0.08%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,19.71%,0.00%,19.71%,7.84%,0.00%,0.00%,11.87%,9.92%,0.00%,0.00%,6.26%,,,0.00%,1.17%,,26.06%,19.79%,6.27%,0.08%,0.00%,0.00%,0.00%,19.71%,7.84%,11.87%,,,,,,
